dataTime,locType,longitude,latitude,heading,accuracy,speed,distance,isBackForeground,stepType,altitude
1693207361,1,120.079628,30.304467,0.000000,35.000000,0.000000,0.000000,0,1,10.660878
1693208670,1,120.079461,30.304542,0.000000,35.000000,0.000000,0.000000,0,1,10.627506
1693209034,1,120.079483,30.304567,0.000000,35.000000,0.000000,0.000000,0,1,10.600981
1693209125,1,120.079620,30.304488,0.000000,36.000000,0.000000,0.000000,0,1,10.645594
1693209257,1,120.079483,30.304542,0.000000,35.000000,0.000000,0.000000,0,1,10.824371
1693209306,1,120.079505,30.304537,0.000000,35.000000,0.000000,0.000000,0,1,10.621783
1693209335,1,120.079986,30.304563,0.000000,15.965952,1.506206,0.000000,0,1,9.834721
1693209352,1,120.079797,30.304613,0.000000,16.420757,0.196772,0.000000,0,1,10.177426
1693209419,1,120.079597,30.304633,0.000000,14.357110,0.202881,0.000000,0,1,10.038763
1693209442,1,120.079719,30.304638,0.000000,15.185371,0.327856,0.000000,0,1,9.781317
1693209444,1,120.079742,30.304638,0.000000,15.405592,0.307500,0.000000,0,1,9.807966
1693209459,1,120.079758,30.304628,0.000000,15.326922,0.000000,0.000000,0,1,10.055654
1693211011,1,120.079536,30.304520,0.000000,35.000000,0.000000,0.000000,0,1,10.588075
1693211074,1,120.079536,30.304500,0.000000,35.000000,0.000000,0.000000,0,1,10.671037
1693211619,1,120.079575,30.304512,0.000000,35.000000,0.000000,0.000000,0,1,10.587852
1693211817,1,120.079528,30.304513,0.000000,35.000000,0.000000,0.000000,0,1,10.663943
1693211892,1,120.079583,30.304492,0.000000,35.000000,0.000000,0.000000,0,1,10.647734
1693212012,1,120.079645,30.304463,0.000000,35.000000,0.000000,0.000000,0,1,10.580731
1693222019,1,120.078080,30.308005,0.000000,15.392837,0.056250,0.000000,0,1,7.491872
1693222020,1,120.078064,30.308017,0.000000,14.324419,0.000000,0.000000,0,1,7.083758
1693222025,1,120.078111,30.308012,0.000000,14.250918,0.069298,0.000000,0,1,7.268593
